person_id,姓名,性别,年龄,年龄段,家庭状态,职业大类,occupation_code,具体职位,home_place_id,work_place_id,school_place_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,employer_id,personality_summary
P00066,于梦晴,女,44,40-45,有未成年孩子,服务业者,service_worker,保安,PL_W132148485,PL_N7578550206,PL_W36880101,0.64,0.62,0.34,0.65,0.28,0.77,0.60,0.42,0.58,0.74,沉稳耐心,ORG_N7578550206,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P00067,张羽晴,女,31,30-34,无需要照顾的孩子,服务业者,service_worker,保安,PL_W30966658,PL_N6549452007,,0.61,0.25,0.70,0.46,0.53,0.52,0.37,0.90,0.30,0.69,温和体贴,ORG_N6549452007,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P00068,王思诺,女,23,18-24,有未成年孩子,上班族,office_worker,运营专员,PL_W702160078,PL_W66984063,PL_W36817966,0.64,0.80,0.21,0.81,0.54,0.52,0.63,0.41,0.14,0.54,克制务实,ORG_UNRES_W66984063,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P00069,黄子怡,女,32,30-34,有未成年孩子,上班族,office_worker,行政专员,PL_W656562251,PL_N5169424170,PL_W36370852,0.79,0.48,0.50,0.62,0.57,0.59,0.83,0.68,0.24,0.37,健谈外向,ORG_N5169424170,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P00070,郑知远,男,39,35-39,有未成年孩子,自由业者,freelancer,私教,PL_W31617619,PL_N9230904959,PL_W43605743,0.49,0.25,0.67,0.40,0.37,0.66,0.57,0.24,0.39,0.43,克制务实,ORG_N9230904959,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00071,林俊,男,34,30-34,无需要照顾的孩子,体力劳动者,manual_worker,配送员,PL_W659447615,PL_W660248239,,0.62,0.27,0.48,0.68,0.41,0.27,0.33,0.18,0.40,0.66,克制务实,ORG_UNRES_W660248239,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P00072,于知婉,女,19,18-24,无需要照顾的孩子,体力劳动者,manual_worker,建筑工人,PL_W702160078,PL_W34582782,,0.41,0.50,0.60,0.50,0.35,0.25,0.40,0.91,0.68,0.05,坦率热情,ORG_UNRES_W34582782,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00073,李哲,男,23,18-24,有未成年孩子,服务业者,service_worker,房产经纪,PL_W170052631,PL_W34582270,PL_W225936203,0.26,0.33,0.76,0.34,0.38,0.67,0.76,0.37,0.72,0.54,直接简洁,ORG_N6736714235,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P00074,黄琪桐,女,41,40-45,无需要照顾的孩子,上班族,office_worker,销售经理,PL_W660600888,PL_W80378604,,0.49,0.33,0.55,0.63,0.37,0.55,0.42,0.59,0.64,0.74,沉稳耐心,ORG_W80378604,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P00075,刘婉婷,女,38,35-39,有未成年孩子,上班族,office_worker,高级数据分析师,PL_W58936386,PL_W678508073,PL_W705565520,0.57,0.79,0.45,0.44,0.38,0.65,0.85,0.34,0.38,0.23,克制务实,ORG_N8822751259,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00076,张梦若,女,38,35-39,有未成年孩子,上班族,office_worker,采购经理,PL_W705132821,PL_W663828131,PL_W32121744,0.22,0.97,0.20,0.21,0.25,0.07,0.96,0.50,0.13,0.54,克制务实,ORG_N6448767788,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P00077,胡远梦,女,45,40-45,有未成年孩子,自由业者,freelancer,自由销售,PL_W573332603,PL_W573332603,PL_W216295703,0.41,0.37,0.48,0.72,0.43,0.84,0.91,0.54,0.56,0.81,沉稳耐心,ORG_UNRES_W573332603,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P00078,周清文,男,29,25-29,无需要照顾的孩子,自由业者,freelancer,独立承包商,PL_W659829644,PL_W659829644,,0.81,0.62,0.37,0.78,0.75,0.11,0.57,0.43,0.19,0.54,健谈外向,ORG_UNRES_W659829644,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，喜欢晚间外出。
P00079,刘宁羽,女,20,18-24,有未成年孩子,服务业者,service_worker,客服,PL_W31811119,PL_W231284913,PL_W220408094,0.22,0.52,0.53,0.37,0.47,0.51,0.82,0.36,0.80,0.68,直接简洁,ORG_W231284913,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P00080,罗豪安,男,41,40-45,有未成年孩子,体力劳动者,manual_worker,设备操作员,PL_W705844122,PL_W398743849,PL_W68507025,0.19,0.44,0.49,0.50,0.28,0.29,0.65,0.34,0.24,0.55,克制务实,ORG_UNRES_W398743849,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00081,李可,女,30,30-34,有未成年孩子,服务业者,service_worker,零售店员,PL_W661275640,PL_N2117820215,PL_W703420516,0.70,0.52,0.57,0.43,0.57,0.65,0.67,0.76,0.32,0.56,温和体贴,ORG_N2117820215,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P00082,黄雨欣,女,32,30-34,无需要照顾的孩子,上班族,office_worker,财务经理,PL_W31619296,PL_N3326906383,,0.64,0.80,0.36,0.53,0.65,0.32,0.51,0.40,0.52,0.55,克制务实,ORG_N3326906383,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00083,何嘉天,男,35,35-39,无需要照顾的孩子,服务业者,service_worker,美容师,PL_W705109222,PL_N6323402035,,0.23,0.65,0.46,0.40,0.23,0.49,0.28,0.58,0.39,0.72,沉稳耐心,ORG_N6323402035,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P00084,王言雅,女,25,25-29,有未成年孩子,服务业者,service_worker,咖啡师,PL_W702167759,PL_N3206983509,PL_W688045884,0.41,0.72,0.22,0.60,0.72,0.46,0.77,0.56,0.36,0.62,克制务实,ORG_N3206983509,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系，喜欢晚间外出。
P00085,赵清,女,34,30-34,有未成年孩子,上班族,office_worker,运营经理,PL_W660357598,PL_W598637693,PL_W703420515,0.79,0.67,0.33,0.50,0.38,0.58,0.79,0.51,0.46,0.34,健谈外向,ORG_N803168349,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P00086,周晴晴,女,18,18-24,无需要照顾的孩子,服务业者,service_worker,零售店员,PL_W705218756,PL_N13011543841,,0.28,0.02,0.84,0.56,0.49,0.66,0.75,0.42,0.75,0.32,直接简洁,ORG_N13011543841,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P00087,何远心,男,44,40-45,有未成年孩子,上班族,office_worker,高级软件工程师,PL_W705507606,PL_W661194117,PL_W225582647,0.76,0.45,0.50,0.69,0.57,0.58,0.54,0.53,0.53,0.77,沉稳耐心,ORG_N13374681271,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，处理分歧时较有耐心。
P00088,王羽婷,女,30,30-34,有未成年孩子,自由业者,freelancer,私教,PL_W659454661,PL_W659454661,PL_N4213745389,0.44,0.05,0.66,0.36,0.34,0.36,0.98,0.44,0.48,0.72,沉稳耐心,ORG_UNRES_W659454661,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P00089,陈静晨,女,20,18-24,无需要照顾的孩子,上班族,office_worker,采购专员,PL_W43934772,PL_W27767627,,0.29,0.30,0.75,0.55,0.46,0.70,0.56,0.46,0.79,0.73,直接简洁,ORG_W27767627,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
P00090,李诺,女,41,40-45,有未成年孩子,自由业者,freelancer,网店经营者,PL_W705010177,PL_N12456228544,PL_W42525407,0.87,0.02,0.84,0.79,0.47,0.30,0.74,0.68,0.26,0.16,健谈外向,ORG_N12456228544,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式健谈外向，重视家庭联系。
P00091,马安瑶,女,22,18-24,无需要照顾的孩子,大学生,university_student,本科生,PL_W659451700,PL_N4507572289,PL_N4507572289,0.81,0.29,0.61,0.77,0.66,0.81,0.63,0.61,0.68,0.81,坦率热情,ORG_N4507572289,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式坦率热情，处理分歧时较有耐心。
P00092,张一曦,女,19,18-24,无需要照顾的孩子,服务业者,service_worker,房产经纪,PL_W170055114,PL_N9810859614,,0.45,0.02,0.84,0.40,0.68,0.25,0.12,0.42,0.38,0.43,克制务实,ORG_N9810859614,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P00093,陈嘉,男,43,40-45,有未成年孩子,服务业者,service_worker,美容师,PL_W662535958,PL_N7574259926,PL_W61955065,0.63,0.62,0.55,0.57,0.72,0.44,0.58,0.59,0.22,0.47,克制务实,ORG_N7574259926,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P00094,张羽,男,25,25-29,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W704232378,PL_N9633703338,PL_N9633703338,0.52,0.54,0.40,0.60,0.76,0.44,0.88,0.71,0.48,0.74,温和体贴,ORG_N9633703338,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系，喜欢晚间外出，处理分歧时较有耐心。
P00095,杨晓静,女,42,40-45,有未成年孩子,上班族,office_worker,高级运营专员,PL_W661650658,PL_W59146421,PL_W688267158,0.54,0.78,0.25,0.42,0.33,0.75,0.80,0.44,0.49,0.54,克制务实,ORG_UNRES_W59146421,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00096,黄星,女,28,25-29,无需要照顾的孩子,上班族,office_worker,数据分析师,PL_W31757867,PL_W796687023,,0.41,0.65,0.42,0.72,0.71,0.51,0.51,0.76,0.15,0.20,温和体贴,ORG_W195412354,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式温和体贴，喜欢晚间外出。
P00097,赵一俊,男,30,30-34,无需要照顾的孩子,服务业者,service_worker,咖啡师,PL_W661469587,PL_N276474692,,0.32,0.53,0.33,0.52,0.32,0.25,0.29,0.69,0.77,0.70,坦率热情,ORG_N276474692,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00098,刘可佑,男,31,30-34,有未成年孩子,服务业者,service_worker,健身教练,PL_W31619121,PL_N4285491274,PL_W35836168,0.33,0.38,0.37,0.38,0.16,0.76,0.69,0.58,0.84,0.36,坦率热情,ORG_N4285491274,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P00099,李桐清,女,24,18-24,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W43811014,PL_W505921693,PL_W505921693,0.32,0.12,0.73,0.55,0.38,0.73,0.57,0.57,0.43,0.31,克制务实,ORG_W505921693,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00100,陈梦欣,女,30,30-34,有未成年孩子,上班族,office_worker,HR经理,PL_W36331124,PL_W670293204,PL_W32121754,0.45,0.53,0.56,0.58,0.26,0.08,0.41,0.34,0.55,0.42,克制务实,ORG_W58362432,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00101,胡思子,女,33,30-34,有未成年孩子,体力劳动者,manual_worker,配送员,PL_W661824658,PL_W659588028,PL_W760840673,0.18,0.50,0.70,0.32,0.47,0.93,0.83,0.42,0.29,0.47,克制务实,ORG_UNRES_W659588028,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
